回復
['烤鱸魚好吃、咖啡黑皮酒燉牛肉口味濃郁下飯，啤酒選擇很多，是個小酌的好地方。 ', '服務親切、介紹客人啤酒種類很專業，很歡喜店裡的氣氛 ', '香蕉的甜味配上起司真的很棒很特別！豬肋排飯海鮮飯也都很大份很好吃喔～ ']
['推薦雞肉、松阪豬串燒（明太子、蔥鹽及醬烤）及季節黃魚一夜干 ', '氣氛好.食材紮實. 剝皮辣椒雞翅很推. 小姐正！老闆風趣！ ', '如果冷氣開強點，價格低點，吧台空間大點，應該值得4顆星多點。服務跟菜色不差。 ']
['餐點美味服務好，推薦蝦仁排骨蛋炒飯、小籠包、辣味黃瓜、豆沙小包。 ', '排骨厚口感佳，大推。蝦肉餛飩麵個人很喜歡，麵、蝦肉餛飩品質優，湯頭清爽好喝。 ', '餐廳位置交通方便，等待的時間附近有很多地方可以走走逛逛，服務人員專業又熱誠。 ']
['母親節用餐，服務好，食材新鮮，海鮮類推薦 草蝦。鯛魚，蚵仔。 ', '十分新鲜的肉類，什麼東西也有，啤酒汽水甜品種類多，名牌冰淇淋 ', '服務佳、氣氛好、好吃、飲料、料理配料、冰品多樣化。棒! ']
['店內的餐具和裝潢氣氛也不錯 但餐點味道在綜合評比中稍微遜色 冰沙蠻好喝的！ ', '茹素者，很怕美墨口味的衝擊，推薦「味增豆腐香菇湯麵」，味道非常像齋麵唷~ ', '如果只是喝茶、咖啡聊天不建議到訪～拿鐵喝不習慣太酸（個人感覺），服務普通。 ']
['胃口小的建議不要點太多副餐 甜點部分都很好吃，個人最喜歡的是起司蛋糕和司康 ', '味道普通、餐廳桌距偏窄、出餐慢、員工訓練需要加強、餐具衛生可加強、廁所非常乾淨。 ', '下午茶的套餐cp值很高，適合女孩/女人聚會的好地方。 ']
['蝦蟹新鮮好吃，桌邊料理服務好，價格略高但值得，愛吃螃蟹🦀️不會失望👍 ', '其他部分就普通，吃新鮮。湯底最後拿去煮稀飯，鹹一點。有冰品沒飲料。 ', '粥品好吃，口感不會過濃，米飯也煮的恰到好處，氛圍適合與同事朋友或家人一起聚餐！ ']
['鮮蝦蕃茄奶油細扁麵好吃～～ 焙茶戚風蛋糕口感綿密濕潤、茶味濃厚，值得一試🥰 ', '令人眼睛一亮的網美餐廳 食物和環境都給五顆星 生意很好記得訂位 ', '青醬松子雞肉細扁麵,醬汁濃郁義大利麵軟硬適中很不錯,琥珀三溫糖布丁也好吃！ ']
['羅勒香青醬麵跟墨西哥烤餅跟南瓜濃湯都超好吃的、很香濃！五顆星！ ', '環境整潔，氣氛&人員服務態度佳 人多時上菜速度略慢，部分餐點份量略少 ', '東西不難吃，單價高，但收10%服務費，點菜告訴服務員，送餐到桌上，再来就沒服務 ']
['蝦子料理真不錯，青菜相對很便宜，胡椒蝦超級入味，鹹蛋黃口味非常好吃，座位偏少。 ', '蛤蜊雞湯好吃、三杯雞太鹹、希望有提供毛巾 ', '距離捷運站近，市區裡面少數的活蝦餐廳，價位偏高 ']
['第一次吃過橋米線 湯很清爽，砂鍋很燙食物很鮮 椒麻雞很推薦 老闆服務人員都很親切 ', '推叉燒麵，酸辣海鮮調味很剛好，炒青菜好吃 椒麻雞滿普通的 #相機後食 ', '味道還行 大薄片裡面有頭髮 吃到一半桌上爬了一隻小蟑螂 衛生堪慮 ']
['牛排沾玫瑰鹽比較好吃，其它的醬汁其實沒啥特別的記憶點，飯煮得很好吃不會太爛太濕。 ', '當日中午點了午間邀內豬排套餐加購111燒烤牛肉盤&黑糖珍珠奶酪 1. ', '餐點滿好吃，上菜速度也快。葡萄氣泡水好喝不甜膩，當月壽星有招待飲品與甜點！ ']
['燻鮭魚酪梨三明治、迷迭香蜂蜜香煎雞腿碗好吃，夏天戶外有些熱，餐具水需自助 ', '餐廳為寵物友善餐廳，很多人帶寵物來這裡活動曬太陽，室內也有狗狗陪主人打電腦:) ', '健康有機美式風格咖啡廳 原來信義安和的咖啡店，新開幕分店在信義區。 ']
['蟹肉茄汁米粉 沒有螃蟹但有蝦子跟豬肋排、豬肝 味道沒什麼特色 但還不錯 ', '泰式酸辣牛肉河粉，除了牛肉口感較柴外，湯頭濃郁好喝，河粉的份量也夠。 ', '東西好吃 但環境不佳 桌與桌的距離非常接近 店內燈光昏暗 看不清楚碗內食物 ']
['配菜豐富去吃自助餐就好啦😁 #碳烤厚切牛排丼 #續飯無限 #牛肉蘿蔔豆腐湯無限 ', '應該是第一家分店，價錢划算，服務品質也好，店內座位也夠多，戶外等待區有椅子 ', '很愛店內免費提供的牛肉湯，肉大塊菜料又多，丼飯份量十足。 ']
['景色很棒！商業午餐價格親民！主菜跟沙拉都好吃，份量足夠，咖啡也很好喝！ ', '空間不大，不過五臟俱全 餐點ok醬汁口味偏重 巧克力蛋糕有點甜膩🍫 ', '服務親切，讓人感覺到溫度，餐廳窗外景色好，天氣好可以遠望都市風情，食材新鮮好吃 ']
['韓式辣椒醬炸雞漢堡$160+50 即可升級套餐，附贈薯條 飲料，可續杯。 ', '「只收現金」 餐點、環境、服務都很棒 但是店內油煙味很重，待久了聞得很不舒服 ', '店面裝潢用心 店員服務親切 地區來說價格親民 漢堡好吃 套餐吃的飽🤤 ']
['豆皮烏龍麵全台灣最美味最便宜 先吃一碗 就不會花太多錢亂點生魚片 ', '分店品質維持良好，米飯好吃不會過乾與食材分開，海鮮新鮮是必須的，服務態度友善 ', '這家cp值高，東西好吃，最近試麵類湯頭也不錯，扭蛋也推。 ']
['第一次吃炸牛肉，口味很特殊，口感不錯很好下飯，飯湯小菜高麗菜也是無限量供應。 ', '餐點特色的地方，可以自己DIY石板烤肉，現在有打卡活動送飲料哦！ ', '肉質鮮嫩、生菜清爽、湯頭濃郁，跟在日本吃的炸牛排不相上下，很值得推薦！ ']
['東西種類多，有燉飯、義大利麵、焗飯pizza等，份量足，好吃 ', '曾在中壢中原大學落腳的麵食主義，他們家獨特的辣椒醬，非常好吃 cp值高。 ', '奶油海鮮麵料超豐富，榴槤披薩有香氣但不會濕濕爛爛的。 ']
['很濃郁的湯頭，整碗湯都是蝦味，口味偏鹹，餃子好吃，裡面有蝦子！ ', '鮮蝦原味鹽味細麵加麵，叉燒飯，煎餃。份量少，膩。不能刷卡 ', '服務人員態度很差 改變服務流程卻不做說明 店內有位子 叫客人在外等待卻不說明原因 ']
['湯頭跟麵條與日本口味差不多，還原度不錯， 但叉燒偏柴，座位空間比日本還小。 ', '此店為一蘭拉麵台灣的第二家分店，店家位於新光三越A11館地下一樓，交通更為便利。 ', '位置真的很小，座椅固定的。這間的品質感覺2266，飲用水維修中。麵本身品質還行。 ']
['環境乾淨，這價位就能吃到這湯頭(豚骨底)濃厚、叉燒大片、麵條口感，讚 ', '飲料有冬瓜茶跟水，座位距離蠻寬的，有廁所。 ', '不要坐門口進去直直走最裡面的位置 其他地方都有訊號只有那裡一格都沒 ']
['看到菜單，需跟服務人員點餐，醬料、飲料、麵條、冰品、炸物可自行取用。 ', '菜色豐富多樣，肉品選擇多，甜點飲料也都很棒，特別推薦Loca剝蝦服務很貼心 ', '還把牛肉疊成花XD 牛肉品質很不錯，同行的友人也表示豬鴨好吃。 ']
['附近不好停車 建議搭大眾交通工具 甜點單價較高 不過好吃口味多種 夏天吃清涼消暑 ', '西米露跟芝麻糊雙拼 兩種濃郁口感 店內窗明几淨 份量也蠻適合做為飯後小點心🥧 ', '芝麻糊 冰的好好吃 桌子 椅子的木頭很美 餐具用的碗跟湯匙也很可愛 ']
['雞腿肉好吃，肉量很多，吃完很滿足 不過最近雞腿飯和青菜都漲價了，扣一顆星 ', '雞肉肉質鮮嫩，喜歡雞皮跟雞肉間滑嫩的雞凍， 搭配青蔥醬跟酸辣醬也能換換口味。 ', '餐廳廁所蚊子很多，用餐位置黏黏油油的感覺，不適合兒童，衛生有待改進！ ']
['重新裝潢後覺得氛圍更棒了， 食物也很好， 喜歡生蠔，海鮮 和牛肉派 ', '威靈頓牛排真好吃，酥皮包 鴨肝*黑松露*菲力，餐點有特色，環境優，服務佳 ', '有專業的侍酒師介紹香檳、白酒、清酒、紅酒陸續詳細酒類並搭配不同菜色。 ']
['本次點餐：意大利麵、炸雞馬鈴薯、海鮮pizza鬆餅、某pizza薄餅。 ', '披薩鬆厚餅皮外表酥脆，裡面鬆軟，很棒的口感～ 人潮眾多，記得先來拿號碼牌～ ', '名氣大於食物的品質，味道普通，建議多花一點錢去吃好一點的餐廳。 ']
['牛肉和副餐的品質都非常好，我們那桌的服務人員專業親切，會介紹各種肉品的特色 ', '、水果沙拉、飯後甜點的水信玄餅都非常棒，謝謝TJ桌邊細心服務～ ', '套餐的份量很夠，建議要吃烏龍麵，麵條口感很好，湯頭也很優。 ']
['親切的服務、食材新鮮、烤鴨皮脆肉不乾才好吃，鴨粥濃郁香氣十足，值得推薦。 ', '環境非常氣質優雅，服務人員專業，菜色精緻味道也是很棒! 非常不錯的地方!👍 ', '餐廳氣氛佳，服務生親切、平易近人，今晚餐讓人心情放鬆~ ']
['甘菊茶 主食：白飯或烏龍麵 甜點：芒果葡萄柚露或白木耳湯 ☑️最後可以煮粥！ . ', '食材澎湃，牛肉油花很香、蝦肉Q彈。服務人員非常貼心、細心，整體用餐品質很不錯。 ', '環境舒適乾淨，海鮮很新鮮菜盤份量很多，用餐的過程介紹仔細，桌邊服務也讓人覺得舒適 ']
['「法式油封脆皮鴨腿」和「爐烤海龍蝦搭配蟹肉海膽醬汁細扁麵」都好好吃。 ', '餐點價位偏高，德國豬腳與羊膝好吃，牛排較為普通，檸檬塔不錯，千層蛋糕較為普通 ', '戰斧豬排紮實，肉質多汁夠嫩；甜點檸檬派和水果千層口感清爽不甜膩，好吃❤️ ']
['貨品齊全，兒童遊樂區很棒，玩具區很受小朋友喜愛，家長與小孩同樂的好去處。 ', '全國大百貨中，信義商圈精品連鎖館，享受好的購物環境。 ', '4~5樓親子樓層好逛，露台還有小火車，溜滑梯，電動車可玩1次30 ']
['商品種類齊全 購物動線順暢 會員制度與App設計良好 適合全家大小購物餐飲 ', '熟成牛排好吃，服務很優，點心好吃，蘋果塔太甜，氣泡水good! ', '美食百貨精品好逛好吃地方，是適合全家走走買買的好地方。 ']
['湯頭很有特色，肉也很優質，甜點很好吃，可惜服務稍嫌冷淡，店內位子不多要先訂位！ ', '濕氣重問題。是一間食材用心的店面，希望店家可以改善用餐環境。 ', '牛肉、松阪豬、海鮮 食材新鮮好吃，湯頭美味 白色裝潢帶女生友人非常適合 ']
['餐點雖然選擇只有牛排,龍蝦及漢堡,但所有料理包括沙拉,甜點及飲料都美味 ', '牛排肉質不錯，口味偏鹹，裝潢風格有特色，沒兒童餐具，也沒兒童椅。不喜歡消費方式 ', '#建議 上餐時或點餐前店員可以多向客人介紹餐點，或是湯品使用的原料，會較佳。 ']
['北海道甜點超讚，尤其是原味起司蛋糕，奶味很濃郁! 義大利麵的口感也和外面不一樣 ', '很貼心，入場提供的水是熱水。熱茶有套子保溫，店裡的裝潢很別緻溫暖，鬆餅非常香。 ', '厚培根溫泉蛋奶油蝦義大利麵-5顆星星 烤雞肉青醬蘑菇燉飯-3.5顆星星 ']
['主菜宜蘭鴨腿佐台灣泡菜及芝麻葉，吃起來蠻像德國豬腳的口感，喜歡鴨腿皮的油膩。 ', 'cp值高的法式中餐廳，有創意而給台式中菜新的生命。從前菜到最後的甜點都很讚。 ', '湯——砂鍋牛肉蔬菜湯：口味稍鹹。能喝到蔬菜的自然甜味，牛肉切成適口的薄片。 ']
['蠻熱門的店，個人鍋的食材不錯，有提供冰紅茶，麻辣鍋鍋底的鴨血豆腐可以無限續。 ', '東西不錯吃，沒有加工多的火鍋料，甜點咖啡牛奶冰淇淋超好吃！ ', '食物有品質，量中庸適合女孩子，老闆的服務態度滿分，還很可愛 ']
[]
['適合情侶或夫妻來慶祝週年or生日，天氣好還可以在戶外享受自然風薰陶及泳池水聲 ', '服務好早餐食物很棒很好吃現點現做，主管處理突發狀況應變能力很滿意 ', '外場員工對調酒知識不是很專業，問的問題基本上都還要再次詢問同事後才能有答覆。 ']
['位於遠東國際大飯店39樓層，裝潢新穎視野開闊夜晚景色優美，用餐氣氛佳服務親切。 ', '我最喜歡的餐廳之一，包廂氣氛好，景美，服務佳，餐食棒 ', '場地非常好,在高樓欣賞夜景十分浪漫. 單點招牌的上海菜勝過桌菜及套餐。 ']
['餐點跟服務很好，白醬窯烤嫩雞塊有炭烤香，羊肉咖哩肉質軟嫩，搭配烤餅很合胃口。 ', '推薦菠菜咖喱雞與無骨鯛魚，招待甜點開心果牛奶冰淇淋鹹甜好吃很特別～ ', '雞肉很嫩～ 芒果優格推推 整體口味建議再淡一點較符合台灣市場 ']
['抹醬一面是墨西哥辣椒醬，一面是玉米洋蔥沙拉佐檸檬汁，中間鹹香軟爛墨式燉肉。 ', '店內飲品提供黑咖啡、礦泉水、果汁與啤酒。 ', '食材新鮮美味 漢堡內的料 豐富且多汁 環境舒適衛生 服務人員親切☺️ ']
['菜色多樣，湯頭棒，甜點，咖啡，美酒，壽司，海苔捲，牛排，甜蝦，等等吃的好不過癮~ ', '取餐區因人太多 顯擁擠，生魚片海鮮 都很新鮮，熟食種類少了點，甜點沒想像中好吃 ', '價格不貴，同價位之餐飲屬優，CP值高，提供臺灣啤酒等酒類飲料，適得團體聚會。 ']
['什錦蛋捲好吃 法國吐司火雞火腿起士三明治 好吃 但環境吵雜 還是推👍 ', '非常棒的美式餐廳咖啡店 食物美味 服務超棒 CP值超高 力推的好店 ', '外觀像飯店（以為來錯地方～餐點特別、份量足夠價位合理、有停車場就滿分了～ ']
['在信義區的夜晚，這裡絕對是一個可以讓很放鬆的地方，不僅音樂超好聽～氣氛也很棒。 ', '店員們很專業，推薦款式都很適合也很好喝！是個與同事朋友喝一杯的好去處！ ', '大部分店員會主動詢問想要喝的種類，並依據喜好做介紹，不會讓人有壓力。 ']
